"DATAFLOW","LAST.UPDATE","freq","frequenc","deg_urb","sex","age","unit","geo","TIME_PERIOD","OBS_VALUE","OBS_FLAG"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","BE",2014,55.8,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","BE",2019,46.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","BG",2014,24.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","BG",2019,29.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","CY",2014,34.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","CY",2019,25.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","CZ",2014,58,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","CZ",2019,45.2,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","DE",2014,50.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","DE",2019,38.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","DK",2014,47.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","DK",2019,49.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EE",2014,37.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EE",2019,34.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EL",2014,45.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EL",2019,49.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","ES",2014,42.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","ES",2019,35.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EU27_2020",2019,42.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","EU28",2014,43.2,"e"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","FI",2014,41.2,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","FR",2019,52.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","HR",2014,16,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","HR",2019,22.6,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","HU",2014,29.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","HU",2019,32.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IE",2014,48.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IE",2019,41.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IS",2014,26,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IS",2019,25.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IT",2014,48.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","IT",2019,48.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LT",2014,21.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LT",2019,23.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LU",2014,64.3,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LU",2019,56,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LV",2014,36.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","LV",2019,19.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","MT",2014,41.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","MT",2019,39.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","NL",2019,65.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","NO",2014,41.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","NO",2019,41.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","PL",2014,33.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","PL",2019,37.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","PT",2014,33.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","PT",2019,33.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","RO",2014,21.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","RO",2019,37.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","RS",2019,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SE",2014,31.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SE",2019,42.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SI",2014,53,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SI",2019,40.6,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SK",2014,20.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","SK",2019,27.1,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","TR",2014,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","TR",2019,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-29","PC","UK",2014,48.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","AT",2014,44.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","AT",2019,42.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","BE",2014,54.8,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","BE",2019,45.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","BG",2014,28.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","BG",2019,30,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","CY",2014,33,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","CY",2019,24.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","CZ",2014,59.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","CZ",2019,55.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","DE",2014,51.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","DE",2019,39.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","DK",2014,49.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","DK",2019,45.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EE",2014,36.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EE",2019,34.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EL",2014,45.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EL",2019,53.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","ES",2014,38.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","ES",2019,38.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EU27_2020",2014,42.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EU27_2020",2019,43.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","EU28",2014,44.1,"e"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","FI",2014,45.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","FR",2019,49.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","HR",2014,30.5,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","HR",2019,29.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","HU",2014,29.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","HU",2019,42.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IE",2014,49.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IE",2019,43.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IS",2014,28.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IS",2019,21.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IT",2014,45.4,"d"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","IT",2019,51.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LT",2014,19.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LT",2019,20.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LU",2014,60.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LU",2019,61,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LV",2014,33.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","LV",2019,21.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","MT",2014,39.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","MT",2019,41.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","NL",2019,64.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","NO",2014,38.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","NO",2019,46.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","PL",2014,37.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","PL",2019,38.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","PT",2014,37.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","PT",2019,42,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","RO",2014,21.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","RO",2019,33.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","RS",2019,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SE",2014,34.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SE",2019,41.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SI",2014,49,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SI",2019,36.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SK",2014,21.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","SK",2019,26.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","TR",2014,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","TR",2019,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-34","PC","UK",2014,53,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","AT",2014,44.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","BE",2014,48.1,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","BG",2014,32.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","CY",2014,30.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","CZ",2014,49,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","DE",2014,50.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","DK",2014,51.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","EE",2014,32.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","EL",2014,36.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","ES",2014,32.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","EU27_2020",2014,39.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","EU28",2014,41.7,"e"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","FI",2014,50.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","HR",2014,33.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","HU",2014,31.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","IE",2014,53.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","IS",2014,32.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","IT",2014,37.1,"d"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","LT",2014,25,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","LU",2014,54.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","LV",2014,29.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","MT",2014,32.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","NO",2014,43.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","PL",2014,33.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","PT",2014,31.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","RO",2014,24.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","SE",2014,47.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","SI",2014,44.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","SK",2014,26,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","TR",2014,0,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y25-64","PC","UK",2014,53.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","AT",2014,46.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","AT",2019,37.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","BE",2014,45.9,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","BE",2019,47,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","BG",2014,30,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","BG",2019,37.3,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","CY",2014,30.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","CY",2019,31.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","CZ",2014,48.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","CZ",2019,55.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","DE",2014,50.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","DE",2019,37.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","DK",2014,51.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","DK",2019,37.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EE",2014,35.9,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EE",2019,43,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EL",2014,32.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EL",2019,45.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","ES",2014,34.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","ES",2019,37.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EU27_2020",2014,39.6,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EU27_2020",2019,41.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","EU28",2014,41.6,"e"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","FI",2014,53.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","FR",2019,43.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","HR",2014,49.1,"u"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","HR",2019,34.5,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","HU",2014,29.7,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","HU",2019,32.1,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IE",2014,55.4,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IE",2019,56.2,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IS",2014,26.8,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IS",2019,37,""
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IT",2014,37.2,"d"
"ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","WEEK","DEG1","M","Y35-44","PC","IT",2019,48.9,""
